"DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"S","S","S","S","S","S","S","S","S","S","S"
" ","2369","충청북도 청주시 흥덕구 강내면 태성1길 64","2693","2017","깨끗한나라㈜","568","170001","45796"," ","152455"
" ","10015","충청북도 청주시 서원구 3순환로644번길 159 (죽림동)","69379","2017","한국지역난방공사 청주지사"," ","170002"," "," ","207323"
" ","607","충청북도 청주시 흥덕구 백봉로 39 (송정동)","1253","2017","㈜엘지화학 청주공장","105","170003","848"," ","10084"
" ","218","충청북도 청주시 흥덕구 백봉로72번길 21 (송정동)","103","2017","롯데네슬레코리아㈜","1","170004","445"," ","6073"
" ","28658","충청북도 제천시 송학면 송학산로 14"," ","2017","아세아시멘트㈜ 제천","2617","170006"," "," ","7946479"
" ","1858","충청북도 청주시 상당구 가덕면 상장인차로 27"," ","2017","㈜유니온"," ","170007"," "," ","173290"
" ","3469","충청북도 청주시 흥덕구 오송읍 상정쌍청로 256","1251","2017","대한제지㈜","9600","170008","29578"," ","120443"
" ","1695","충청북도 청주시 흥덕구 오송읍 상정쌍청로 171","3924","2017","나투라페이퍼㈜","2162","170011","14439"," ","46440"
" ","73041","충청북도 단양군 매포읍 매포길 18"," ","2017","성신양회㈜ 단양공장","11045","170012"," "," ","9503289"
" ","24813","충청북도 단양군 매포읍 고양길 95"," ","2017","한일현대시멘트㈜삼곡공장","466","170013"," "," ","1438147"
" ","130988","충청북도 단양군 매포읍 매포길 245"," ","2017","한일시멘트㈜단양공장","6784","170014"," "," ","10391823"
" ","2514","충청북도 청주시 흥덕구 직지대로474번길 2","3822","2017","한세이프에너지㈜","2801","170015","8851"," ","45090"
" ","1690","충청북도 청주시 청원구 북이면 의암로 298","4066","2017","우진환경개발㈜","1573","170016","6453"," ","21380"
" ","1767","충청북도 청주시 청원구 북이면 신대석성로 245","1749","2017","㈜클렌코","13761","170017","16311"," ","84876"
" ","1040","충청북도 진천군 진천읍 금사로 7"," ","2017","㈜에코비트에너지진천","109","170018","2623"," ","15151"
" ","167","충청북도 청주시 흥덕구 옥산면 미호로 555","1448","2017","청주시환경관리본부(하수처리과)","64","170019","1633"," ","2440"
" ","0","충청북도 청주시 청원구 북이면 대율내추길 289-7","0","2017","㈜대한환경","0","170020","0"," ","0"
" ","189","충청북도 옥천군 군북면 이평1길 199"," ","2017","옥천군 생활폐기물소각시설","219","170021","190"," ","4814"
" ","262","충청북도 충주시 대소원면 성종두담길 21"," ","2017","충주시클린에너지파크","417","170024","1506"," ","15345"
" ","70","충청북도 음성군 삼성면 상곡로 55-35","479","2017","㈜에이스침대 제1공장","18","170502","1460"," ","1223"
" ","107","충청북도 제천시 북부로 1860"," ","2017","제천시 자원관리센터","221","170503","1510"," ","3883"
" "," ","충청북도 단양군 매포읍 단양로 1295-14"," ","2017","주식회사 태경비케이 단양1공장"," ","170504"," "," ","165420"
" ","4","충청북도 영동군 매곡면 수원동길 32-40","1","2017","육군제3808부대","0","170505","158"," ","174"
" ","2462","충청북도 청주시 흥덕구 가로수로 969-1 (휴암동)"," ","2017","청주시 생활폐기물처리시설","7920","170506","4742"," ","52377"
" ","408","충청북도 청주시 청원구 오창읍 여천3길 166","1817","2017","㈜다나에너지솔루션","5617","170507","6681"," ","38280"
" ","181","충청북도 단양군 매포읍 매포농공단지로 260","40901","2017","주식회사 지알엠"," ","170508"," "," "," "
" ","422","충청북도 음성군 맹동면 원중로 873-23"," ","2017","진천음성광역폐기물처리시설","695","170509","1369"," ","7813"
" ","0","충청북도 충주시 충주호수로 108 (목행동)","0","2017","㈜세람에너지서비스(충주)","0","170510","0"," ","0"
" ","351","충청북도 청주시 흥덕구 옥산면 옥산산단로 76"," ","2017","㈜엔이티","5114","170511","1929"," ","35362"
" ","336","충청북도 청주시 흥덕구 강내면 태성1길 20-44"," ","2017","㈜제스코파워","4534","170512","4741"," ","31115"
" ","58","충청북도 진천군 초평면 초평로 473"," ","2017","SY에너지㈜"," ","170742"," "," ","2793"
"2017","2017","2017","2017","2017","2017","2017","2017","2017","2017","2017"
"10","10","10","10","10","10","10","10","10","10","10"
