"DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"S","S","S","S","S","S","S","S","S","S","S"
" ","9116","경상북도 구미시 1공단로6길 54","210165","2019","㈜지에스이앤알 구미발전처"," ","130501"," "," ","785478"
" ","265560","경상북도 포항시 남구 동해안로 6261 (괴동동)","4533635","2019","㈜포스코","635","130502","452"," ","12739643"
" ","0","경상북도 포항시 남구 대송면 철강산단로 176","0","2019","에스피네이처슈레더","0","130505","0"," ","0"
" ","16404","경상북도 포항시 남구 대송면 철강산단로 195"," ","2019","동국제강㈜포항공장"," ","130511"," "," "," "
" ","14683","경상북도 포항시 남구 동해안로 6363 (송내동)"," ","2019","현대제철㈜포항1공장"," ","130514"," "," "," "
" ","2523","경상북도 포항시 남구 철강로314번길 36 (장흥동)"," ","2019","현대제철㈜포항2공장"," ","130515"," "," "," "
" ","6373","경상북도 포항시 남구 괴동로 153 (괴동동)"," ","2019","SIMPAC 포항1공장"," ","130518"," "," "," "
" ","4175","경상북도 포항시 남구 괴동로 112 (장흥동)"," ","2019","동일산업㈜ 합금철사업부"," ","130519"," "," "," "
" ","673","경상북도 포항시 남구 대송면 철강로492번길 49","2727","2019","네이처이앤티","123","130520","3016"," ","23609"
" ","767","경상북도 김천시 공단3길 156 (응명동)","34765","2019","한국오웬스코닝"," ","130521"," "," ","22904"
" ","888","경상북도 칠곡군 약목면 교8길 83","1157","2019","진영페이퍼㈜","1","130523","1121"," ","17299"
" ","131","경상북도 경산시 진량읍 공단8로 198-17"," ","2019","경산시청","203","130526","142"," ","7816"
" ","282","경상북도 상주시 영남제일로 1408-51","73","2019","상주시소각장","103","130527","95"," ","4412"
" ","254","경상북도 구미시 3공단3로 46-79 (시미동)","622","2019","㈜케이비아이국인산업","267","130528","3271"," ","50310"
" "," ","경상북도 포항시 남구 철강산단로 202 (장흥동)"," ","2019","㈜세기"," ","130530"," ","98"," "
"0","767","경상북도 포항시 남구 대송로253번길 63 (괴동동)"," ","2019","㈜한국협화"," ","130531"," ","81"," "
" ","231","경상북도 포항시 남구 대송면 송덕로 143"," ","2019","㈜유니온 포항공장"," ","130532"," "," ","9834"
" ","307","경상북도 구미시 4공단로 44 (구포동)","950","2019","경북환경에너지㈜","185","130533","3225"," ","14346"
" ","617","경상북도 영천시 도남공단3길 25 (도남동)","709","2019","㈜에스피환경","1224","130535","2576"," ","25990"
" ","660","경상북도 경주시 안강읍 두류길 178-1","523","2019","㈜에코비트에너지 경주","318","130536","3962"," ","30508"
" ","1549","경상북도 구미시 산동면 첨단기업로 178"," ","2019","에이지씨화인테크노한국㈜"," ","130538"," "," ","197927"
" ","0","경상북도 의성군 단촌면 북부길 466-11","0","2019","동성환경산업","0","130540","0"," ","0"
" ","3802","경상북도 포항시 남구 신항로 110 (청림동)"," ","2019","㈜포스코퓨처엠"," ","130542"," "," ","203776"
" "," ","경상북도 포항시 남구 대송로 111 (장흥동)"," ","2019","동일산업㈜ 봉강사업부","117","130543"," "," "," "
" "," ","경상북도 포항시 남구 대송로 151 (괴동동)"," ","2019","현대종합특수강㈜포항1공장","16","130545"," "," "," "
" ","0","경상북도 안동시 풍산읍 절뒤길 28","0","2019","한일식품","0","130547","0"," ","0"
" ","176","경상북도 김천시 공단1길 8 (대광동)","228","2019","김천시소각장","431","130548","809"," ","4734"
" ","1667","경상북도 봉화군 석포면 승부길 16","42967","2019","영풍석포제련소"," ","130549"," "," ","57876"
" ","818","경상북도 고령군 다산면 다산산단로 54-58"," ","2019","아림환경","882","130550","3069"," ","13386"
" ","18832","경상북도 포항시 남구 동해안로 6262"," ","2019","(주)포스코퓨처엠 포항화학사업부"," ","130551"," "," ","483719"
" ","0","경상북도 고령군 쌍림면 방아실길 73","0","2019","하림개발","0","130552","0"," ","0"
" ","100","경상북도 문경시 배실안길 94 (공평동)"," ","2019","문경시소각장","1149","130553","1816"," ","10202"
" ","56","경상북도 성주군 성주읍 삼산1길 266-2"," ","2019","성주군생활폐기물소각시설","718","130554","3315"," ","4828"
" ","705","경상북도 칠곡군 왜관읍 공단로5길 60-1","1100","2019","제일에너지","663","130555","774"," ","34367"
" ","438","경상북도 구미시 산동면 송백로 499"," ","2019","구미시 폐기물소각시설","2056","130556","2879"," ","48779"
" "," ","경상북도 포항시 남구 청림서길 54 (청림동)"," ","2019","OCI㈜포항공장"," ","130557"," "," ","620587"
" ","986","경상북도 경산시 진량읍 대구대로 355-26","2031","2019","(주)에코비트에너지 경산","688","130558","1386"," ","15292"
