"DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"S","S","S","S","S","S","S","S","S","S","S"
" ","1873","충청북도 청주시 흥덕구 강내면 태성1길 64","846","2018","깨끗한나라㈜","1203","170001","44652"," ","160967"
" ","7519","충청북도 청주시 서원구 3순환로644번길 159 (죽림동)","24480","2018","한국지역난방공사 청주지사"," ","170002"," "," ","209262"
" ","488","충청북도 청주시 흥덕구 백봉로 39 (송정동)","2447","2018","㈜엘지화학 청주공장","97","170003","719"," ","12649"
" ","113","충청북도 청주시 흥덕구 백봉로72번길 21 (송정동)","389","2018","롯데네슬레코리아㈜","4","170004","360"," ","6170"
" ","27034","충청북도 제천시 송학면 송학산로 14"," ","2018","아세아시멘트㈜ 제천","4032","170006"," "," ","5912862"
" ","2174","충청북도 청주시 상당구 가덕면 상장인차로 27"," ","2018","㈜유니온"," ","170007"," "," ","250934"
" ","3522","충청북도 청주시 흥덕구 오송읍 상정쌍청로 256","271","2018","대한제지㈜","9037","170008","21616"," ","110613"
" ","1960","충청북도 청주시 흥덕구 오송읍 상정쌍청로 171","8303","2018","나투라페이퍼㈜","5988","170011","15682"," ","62751"
" ","71543","충청북도 단양군 매포읍 매포길 18"," ","2018","성신양회㈜ 단양공장","24516","170012"," "," ","7893642"
" ","26651","충청북도 단양군 매포읍 고양길 95"," ","2018","한일현대시멘트㈜삼곡공장","249","170013"," "," ","931978"
" ","134873","충청북도 단양군 매포읍 매포길 245"," ","2018","한일시멘트㈜단양공장","8855","170014"," "," ","8769291"
" ","1584","충청북도 청주시 흥덕구 직지대로474번길 2","4275","2018","한세이프에너지㈜","1652","170015","7020"," ","41361"
" ","1117","충청북도 청주시 청원구 북이면 의암로 298","2667","2018","우진환경개발㈜","1098","170016","4584"," ","16870"
" ","2237","충청북도 청주시 청원구 북이면 신대석성로 245","839","2018","㈜클렌코","10691","170017","24734"," ","107704"
" ","1123","충청북도 진천군 진천읍 금사로 7"," ","2018","㈜에코비트에너지진천","166","170018","2554"," ","18516"
" ","252","충청북도 청주시 흥덕구 옥산면 미호로 555","1633","2018","청주시환경관리본부(하수처리과)","80","170019","759"," ","2661"
" ","0","충청북도 청주시 청원구 북이면 대율내추길 289-7","0","2018","㈜대한환경","0","170020","0"," ","0"
" ","154","충청북도 옥천군 군북면 이평1길 199"," ","2018","옥천군 생활폐기물소각시설","212","170021","211"," ","4582"
" ","388","충청북도 충주시 대소원면 성종두담길 21"," ","2018","충주시클린에너지파크","320","170024","798"," ","16349"
" ","108","충청북도 음성군 삼성면 상곡로 55-35","578","2018","㈜에이스침대 제1공장","14","170502","1410"," ","1350"
" ","93","충청북도 제천시 북부로 1860"," ","2018","제천시 자원관리센터","481","170503","2363"," ","4854"
" "," ","충청북도 단양군 매포읍 단양로 1295-14"," ","2018","주식회사 태경비케이 단양1공장"," ","170504"," "," ","150922"
" ","6","충청북도 영동군 매곡면 수원동길 32-40","7","2018","육군제3808부대","0","170505","151"," ","199"
" ","1727","충청북도 청주시 흥덕구 가로수로 969-1 (휴암동)"," ","2018","청주시 생활폐기물처리시설","7860","170506","5693"," ","57896"
" ","577","충청북도 청주시 청원구 오창읍 여천3길 166","2204","2018","㈜다나에너지솔루션","5658","170507","8617"," ","42277"
" ","229","충청북도 단양군 매포읍 매포농공단지로 260","39166","2018","주식회사 지알엠"," ","170508"," "," "," "
" ","183","충청북도 음성군 맹동면 원중로 873-23"," ","2018","진천음성광역폐기물처리시설","1055","170509","727"," ","9604"
" ","43","충청북도 충주시 충주호수로 108 (목행동)","221","2018","㈜세람에너지서비스(충주)","1521","170510","640"," ","13447"
" ","580","충청북도 청주시 흥덕구 옥산면 옥산산단로 76"," ","2018","㈜엔이티","9531","170511","1831"," ","60475"
" ","243","충청북도 청주시 흥덕구 강내면 태성1길 20-44"," ","2018","㈜제스코파워","4861","170512","7949"," ","41554"
" ","840","충청북도 진천군 초평면 초평로 473"," ","2018","SY에너지㈜"," ","170742"," "," ","29974"
"2018","2018","2018","2018","2018","2018","2018","2018","2018","2018","2018"
"10","10","10","10","10","10","10","10","10","10","10"
