"DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"S","S","S","S","S","S","S","S","S","S","S"
" ","545","인천광역시 남동구 앵고개로654번길 99","267","2015","㈜그린스코","485","150001","2399"," ","10672"
" ","2000","인천광역시 서구 사렴로65번길 24","247","2015","경인환경에너지㈜","689","150002","5611"," ","31432"
" ","2137","인천광역시 남구 송림로307번길 132 (도화동)","12775","2015","이건에너지㈜","368","150003","27721"," ","168440"
" ","4333","인천광역시 중구 월미로 96 (북성동1가)","2888","2015","㈜SUN&L","266","150031","1805"," ","91502"
" "," ","인천광역시 중구 아암대로 20 (신흥동3가)"," ","2015","씨제이제일제당㈜ 인천1공장"," ","150033"," "," ","37471"
" "," ","인천광역시 중구 월미로 116 (북성동1가)"," ","2015","대한제당"," ","150034"," "," ","27567"
" ","173122","인천광역시 동구 중봉대로 63 (송현동)"," ","2015","현대제철㈜ 인천공장"," ","150035"," "," ","205406"
" ","88044","인천광역시 동구 중봉대로 15 (송현동)"," ","2015","동국제강㈜"," ","150036"," "," ","3752"
" ","6860","인천광역시 남구 아암대로287번길 7 (학익동)","38970","2015","㈜디씨알이"," ","150037"," "," ","46503"
" ","143","인천광역시 부평구 백범로 584","23363","2015","인그리디언코리아(유) 부평공장"," ","150041"," "," ","37222"
" "," ","인천광역시 부평구 주부토로 238 (갈산동)","476193","2015","오리온엔지니어드카본즈㈜부평공장"," ","150042"," "," ","91737"
" ","7912","인천광역시 서구 봉수대로 415 (원창동)","332622","2015","SK인천석유화학㈜"," ","150043"," "," ","813266"
" ","2731","인천광역시 서구 건지로153번길 54 (석남동)","1857","2015","㈜케이비아이텍","1585","150044","24126"," ","42814"
" "," ","인천광역시 서구 중봉대로405번길 314 (원창동)"," ","2015","㈜포스코인터내셔널(구,포스코에너지㈜)"," ","150045"," "," ","753772"
" "," ","인천광역시 서구 중봉대로405번길 411"," ","2015","한국중부발전㈜ 인천발전본부"," ","150047"," "," ","793214"
" "," ","인천광역시 서구 장도로 57 (경서동)"," ","2015","한국남부발전(주)신인천빛드림본부"," ","150048"," "," ","865398"
" "," ","인천광역시 서구 장도로 57 (경서동)"," ","2015","한국서부발전㈜ 서인천발전본부"," ","150049"," "," ","604234"
" ","822","인천광역시 서구 백범로 726","50033","2015","㈜삼양사 인천1공장"," ","150050"," "," ","34149"
" "," ","인천광역시 중구 영종해안북로1050번길 78-43 (운서동)"," ","2015","인천공항에너지㈜"," ","150052"," "," ","161784"
" ","1606","인천광역시 서구 로봇랜드로249번길 38 (경서동)"," ","2015","인천환경공단 청라사업소","1455","150053","11918"," ","48530"
" ","217","인천광역시 중구 영종해안북로1050번길 78-13 (운서동)"," ","2015","인천국제공항공사","341","150054","1486"," ","2587"
" ","329436","인천광역시 옹진군 영흥면 영흥남로293번길 75","5674650","2015","한국남동발전㈜ 영흥발전본부"," ","150102"," "," ","4011237"
" ","274","인천광역시 서구 중봉대로386번길 9 (원창동)","140","2015","㈜에이티에너지","1777","150132","25150"," ","12875"
" ","293","인천광역시 남동구 남동서로316번길 41 (남촌동)","3544","2015","㈜이알지서비스","1235","150133","4109"," ","29476"
" ","635","인천광역시 연수구 인천신항대로892번길 50 (송도동)"," ","2015","송도자원환경센터","180","150152","3728"," ","14740"
" ","238","인천광역시 서구 원전로59번길 23 (경서동)"," ","2015","경인금속공업㈜"," ","150153"," "," "," "
" "," ","인천광역시 서구 거월로 61 (백석동)","75814","2015","에코에너지㈜"," ","150156"," "," ","77178"
" "," ","인천광역시 서구 백범로 789 (가좌동)"," ","2015","케이지스틸㈜ 인천공장","0","150170"," "," "," "
" "," ","인천광역시 남동구 논현고잔로 173 (고잔동)"," ","2015","㈜미래엔인천에너지"," ","150171"," "," ","1297"
" ","1745","인천광역시 서구 염곡로 133","15","2015","동화기업㈜","226","150222","19235"," ","79958"
" "," ","인천광역시 중구 월미로 96"," ","2015","선창산업㈜ MDF공장"," ","150224"," "," ","27140"
" "," ","인천광역시 중구 서해대로140번길 49"," ","2015","씨제이제일제당㈜ 인천2공장"," ","150225"," "," ","18475"
" ","91","인천광역시 부평구 새벌로 55 (청천동)"," ","2015","동서식품㈜","752","150295","3085"," ","19010"
" "," ","인천광역시 부평구 부평대로 233"," ","2015","한국지엠㈜"," ","150296"," "," ","39622"
" "," ","인천광역시 서구 봉수대로 212"," ","2015","㈜포레스코"," ","150297"," "," ","13221"
" "," ","인천광역시 서구 가석로 6","28087","2015","코스모화학㈜"," ","150299"," "," ","47621"
" "," ","인천광역시 연수구 아카데미로51번길 37"," ","2015","인천종합에너지㈜"," ","150319"," "," ","77708"
" ","1659","인천광역시 중구 서해대로140번길 49"," ","2015","㈜씨디에스인천에너지","30","150584","6279"," ","35992"
" "," ","인천광역시 서구 자원순환로 170"," ","2015","수도권매립지관리공사"," ","150596"," "," ","26037"
"2015","2015","2015","2015","2015","2015","2015","2015","2015","2015","2015"
"4","4","4","4","4","4","4","4","4","4","4"
