"DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"S","S","S","S","S","S","S","S","S","S","S"
" "," ","울산광역시 울주군 온산읍 산암로 148","460404","2015","엘에스엠앤엠(주)"," ","130104"," "," ","39046"
" ","0","울산광역시 남구 장생포로 285 (매암동)"," ","2015","(주)에팩","3","130106","122"," ","276"
" ","12638","울산광역시 남구 처용로 718 (황성동)","285957","2015","에스케이케미칼(주)","1282","130107","6394"," ","334132"
" ","131950","울산광역시 남구 신여천로 2 (고사동)","1934106","2015","(주)에스케이에너지"," ","130109","11197"," ","6614090"
" ","19983","울산광역시 남구 신여천로 2"," ","2015","SK지오센트릭(주)"," ","130110"," "," ","597955"
" ","910","울산광역시 울주군 온산읍 원산로 59","1120","2015","유니큰온산공장","1375","130111","15289"," ","36110"
"0"," ","울산광역시 남구 여천로163번길 22 (여천동)"," ","2015","조비"," ","130112"," ","1458"," "
"3","1718","울산광역시 울주군 온산읍 당월로 322"," ","2015","케이지케미칼(주)"," ","130115"," ","40"," "
" ","11074","울산광역시 울주군 온산읍 이진로 139","1315040","2015","고려아연"," ","130117"," "," ","71635"
" ","1998","울산광역시 남구 처용로 260-158 (부곡동)"," ","2015","대한유화㈜울산공장"," ","130123"," "," ","20464"
" ","4727","울산광역시 울주군 온산읍 온산로 134"," ","2015","대한유화(주) 온산공장"," ","130127"," "," ","100364"
"69","1950","울산광역시 남구 납도로 156 (매암동)","235688","2015","팜한농"," ","130128"," ","485","28886"
" ","2507","울산광역시 남구 사평로 108-70"," ","2015","동서석유화학(주)"," ","130129","4719"," ","100234"
" ","818","울산광역시 남구 처용로487번길 66"," ","2015","효성화학㈜ 용연1공장"," ","130131"," "," ","64968"
" ","15513","울산광역시 울주군 온산읍 우봉강양로 3-36"," ","2015","무림P&P㈜"," ","130134"," "," ","584036"
" "," ","울산광역시 남구 장생포로 247 (매암동)","2834","2015","미원화학㈜"," ","130135"," "," "," "
" "," ","울산광역시 남구 여천로217번길 19","15298","2015","롯데정밀화학(주)울산공장","344","130138"," "," ","60757"
" "," ","울산광역시 울주군 온산읍 온산로 68","980308","2015","S-OIL㈜ 온산공장"," ","130140","29345"," ","2922190"
" ","13064","울산광역시 남구 사평로 60 (부곡동)","752258","2015","한주"," ","130143"," "," ","758581"
