"DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"S","S","S","S","S","S","S","S","S","S","S"
" "," ","울산광역시 남구 용연로 299 (황성동)"," ","2016","에스케이어드밴스드㈜"," ","130102"," "," ","19504"
" ","1131","울산광역시 남구 여천로 228 (여천동)"," ","2016","㈜에코비트에너지 울산","3963","130103","7831"," ","30737"
" "," ","울산광역시 울주군 온산읍 산암로 148","362467","2016","엘에스엠앤엠(주)"," ","130104"," "," ","33733"
" ","408","울산광역시 남구 장생포로 285 (매암동)"," ","2016","(주)에팩","622","130106","10289"," ","46027"
" ","9518","울산광역시 남구 처용로 718 (황성동)","257639","2016","에스케이케미칼(주)","1269","130107","4252"," ","307949"
" ","149649","울산광역시 남구 신여천로 2 (고사동)","2151887","2016","(주)에스케이에너지"," ","130109","10559"," ","6253755"
" ","16003","울산광역시 남구 신여천로 2"," ","2016","SK지오센트릭(주)"," ","130110"," "," ","642787"
" ","985","울산광역시 울주군 온산읍 원산로 59","2100","2016","유니큰온산공장","921","130111","21084"," ","33934"
"0"," ","울산광역시 남구 여천로163번길 22 (여천동)"," ","2016","조비"," ","130112"," ","1025"," "
"0","1005","울산광역시 울주군 온산읍 당월로 322"," ","2016","케이지케미칼(주)"," ","130115"," ","49"," "
" ","9584","울산광역시 울주군 온산읍 이진로 139","1393497","2016","고려아연"," ","130117"," "," ","89291"
" ","1799","울산광역시 남구 처용로 260-158 (부곡동)"," ","2016","대한유화㈜울산공장"," ","130123"," "," ","17797"
" ","3958","울산광역시 울주군 온산읍 온산로 134"," ","2016","대한유화(주) 온산공장"," ","130127"," "," ","80982"
"7","1968","울산광역시 남구 납도로 156 (매암동)","50766","2016","팜한농"," ","130128"," ","201","13343"
" ","1618","울산광역시 남구 사평로 108-70"," ","2016","동서석유화학(주)"," ","130129","5425"," ","88622"
" "," ","울산광역시 남구 처용로487번길 66"," ","2016","효성화학㈜ 용연1공장"," ","130131"," "," ","83315"
" ","15994","울산광역시 울주군 온산읍 우봉강양로 3-36"," ","2016","무림P&P㈜"," ","130134"," "," ","540176"
" "," ","울산광역시 남구 장생포로 247 (매암동)","728","2016","미원화학㈜"," ","130135"," "," "," "
" "," ","울산광역시 남구 여천로217번길 19","19206","2016","롯데정밀화학(주)울산공장","342","130138"," "," ","36225"
