"DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"S","S","S","S","S","S","S","S","S","S","S"
" ","14569","경상북도 구미시 1공단로6길 54","261249","2018","㈜지에스이앤알 구미발전처"," ","130501"," "," ","932323"
" ","208445","경상북도 포항시 남구 동해안로 6261 (괴동동)","4695765","2018","㈜포스코","845","130502","2021"," ","12434046"
" ","0","경상북도 포항시 남구 대송면 철강산단로 176","0","2018","에스피네이처슈레더","0","130505","0"," ","0"
" ","12965","경상북도 포항시 남구 대송면 철강산단로 195"," ","2018","동국제강㈜포항공장"," ","130511"," "," "," "
" ","21922","경상북도 포항시 남구 동해안로 6363 (송내동)"," ","2018","현대제철㈜포항1공장"," ","130514"," "," "," "
" ","2969","경상북도 포항시 남구 철강로314번길 36 (장흥동)"," ","2018","현대제철㈜포항2공장"," ","130515"," "," "," "
" ","5550","경상북도 포항시 남구 괴동로 153 (괴동동)"," ","2018","SIMPAC 포항1공장"," ","130518"," "," "," "
" ","6315","경상북도 포항시 남구 괴동로 112 (장흥동)"," ","2018","동일산업㈜ 합금철사업부"," ","130519"," "," "," "
" ","1136","경상북도 포항시 남구 대송면 철강로492번길 49","1739","2018","네이처이앤티","487","130520","3060"," ","24068"
" ","746","경상북도 김천시 공단3길 156 (응명동)","56757","2018","한국오웬스코닝"," ","130521"," "," ","54254"
" ","1275","경상북도 칠곡군 약목면 교8길 83","686","2018","진영페이퍼㈜","67","130523","1659"," ","22502"
" ","40","경상북도 칠곡군 석적읍 3공단1로 62-6","17","2018","구미시설공단","1","130525","56"," ","994"
" ","138","경상북도 경산시 진량읍 공단8로 198-17"," ","2018","경산시청","106","130526","116"," ","7285"
" ","306","경상북도 상주시 영남제일로 1408-51","78","2018","상주시소각장","243","130527","235"," ","5384"
" ","304","경상북도 구미시 3공단3로 46-79 (시미동)","782","2018","㈜케이비아이국인산업","425","130528","3592"," ","54870"
" "," ","경상북도 포항시 남구 철강산단로 202 (장흥동)"," ","2018","㈜세기"," ","130530"," ","54"," "
"0","947","경상북도 포항시 남구 대송로253번길 63 (괴동동)"," ","2018","㈜한국협화"," ","130531"," ","58"," "
" ","304","경상북도 포항시 남구 대송면 송덕로 143"," ","2018","㈜유니온 포항공장"," ","130532"," "," ","11717"
" ","442","경상북도 구미시 4공단로 44 (구포동)","436","2018","경북환경에너지㈜","935","130533","5287"," ","25651"
" ","625","경상북도 영천시 도남공단3길 25 (도남동)","723","2018","㈜에스피환경","1538","130535","1474"," ","27024"
" ","686","경상북도 경주시 안강읍 두류길 178-1","687","2018","㈜에코비트에너지 경주","172","130536","2704"," ","37039"
" ","1310","경상북도 구미시 산동면 첨단기업로 178"," ","2018","에이지씨화인테크노한국㈜"," ","130538"," "," ","198565"
" ","0","경상북도 의성군 단촌면 북부길 466-11","0","2018","동성환경산업","0","130540","0"," ","0"
