"DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
" ","4154","경상북도 포항시 남구 신항로 110 (청림동)"," ","2018","㈜포스코퓨처엠"," ","130542"," "," ","266731"
" "," ","경상북도 포항시 남구 대송로 111 (장흥동)"," ","2018","동일산업㈜ 봉강사업부","255","130543"," "," "," "
" "," ","경상북도 포항시 남구 대송로 151 (괴동동)"," ","2018","현대종합특수강㈜포항1공장","83","130545"," "," "," "
" ","0","경상북도 안동시 풍산읍 절뒤길 28","0","2018","한일식품","0","130547","0"," ","0"
" ","183","경상북도 김천시 공단1길 8 (대광동)","196","2018","김천시소각장","459","130548","840"," ","4191"
" "," ","경상북도 봉화군 석포면 승부길 16","25917","2018","영풍석포제련소"," ","130549"," "," ","54640"
" ","1382","경상북도 고령군 다산면 다산산단로 54-58"," ","2018","아림환경","2364","130550","4670"," ","11123"
" ","15464","경상북도 포항시 남구 동해안로 6262"," ","2018","(주)포스코퓨처엠 포항화학사업부"," ","130551"," "," ","469894"
" ","0","경상북도 고령군 쌍림면 방아실길 73","0","2018","하림개발","0","130552","0"," ","0"
" ","264","경상북도 문경시 배실안길 94 (공평동)"," ","2018","문경시소각장","1209","130553","1271"," ","13306"
" ","200","경상북도 성주군 성주읍 삼산1길 266-2"," ","2018","성주군생활폐기물소각시설","583","130554","2358"," ","4381"
" ","658","경상북도 칠곡군 왜관읍 공단로5길 60-1","131","2018","제일에너지","819","130555","1323"," ","32652"
" ","384","경상북도 구미시 산동면 송백로 499"," ","2018","구미시 폐기물소각시설","2277","130556","1060"," ","42245"
" "," ","경상북도 포항시 남구 청림서길 54 (청림동)"," ","2018","OCI㈜포항공장"," ","130557"," "," ","608673"
" ","601","경상북도 경산시 진량읍 대구대로 355-26","1184","2018","(주)에코비트에너지 경산","384","130558","423"," ","17514"
" ","1157","경상북도 경주시 경감로 466-246 (천군동)","1335","2018","경주시 자원회수시설","2763","130559","2450"," ","22865"
" ","5005","경상북도 김천시 공단4길 118-10 (응명동)","310499","2018","김천에너지서비스"," ","130560"," "," ","276148"
" ","3485","경상북도 포항시 남구 오천읍 광명산단로 61"," ","2018","㈜심팩인더스트리 고순도 FeSi공장"," ","130561"," "," "," "
" ","2053","경상북도 경주시 천북면 천북산단로 265-15","49872","2018","베페사징크코리아㈜"," ","130562"," "," ","26975"
" "," ","경상북도 포항시 남구 동해안로 6262 (동촌동)"," ","2018","포스코에너지포항발전소"," ","130563"," "," ","562003"
" ","96","경상북도 포항시 북구 흥해읍 영일만산단남로75번길 41","4036","2018","이비덴그라파이트㈜"," ","130564"," "," ","88"
" "," ","경상북도 안동시 풍산읍 산업단지1길 38"," ","2018","한국남부발전㈜ 안동빛드림본부"," ","130566"," "," ","171638"
" ","128","경상북도 경산시 용성면 설총로 154-180","361","2018","경산시 자원회수시설","1012","130568","781"," ","9640"
" ","187","경상북도 김천시 어모면 산업단지로 39"," ","2018","KCC김천공장"," ","130569"," "," ","5413"
" ","454","경상북도 봉화군 석포면 승부길 253"," ","2018","영풍굴티공장"," ","130570"," "," "," "
"2018","2018","2018","2018","2018","2018","2018","2018","2018","2018","2018"
"14","14","14","14","14","14","14","14","14","14","14"
