"DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"S","S","S","S","S","S","S","S","S","S","S"
" ","316188","충청남도 보령시 오천면 오천해안로 89-37","5197530","2018","한국중부발전㈜보령발전본부"," ","170030"," "," ","5832762"
" ","29913","충청남도 서산시 대산읍 평신2로 182","1512321","2018","현대오일뱅크㈜"," ","170032","819"," ","2448642"
" ","3690","충청남도 서산시 대산읍 독곶1로 54","191358","2018","㈜씨텍"," ","170034"," "," ","324977"
" ","146","충청남도 서산시 대산읍 죽엽로 382","133","2018","서해그린환경㈜","46","170035","1194"," ","12697"
" ","9979","충청남도 서산시 대산읍 독곶2로 103","7900","2018","한화토탈에너지스㈜"," ","170036"," "," ","562335"
" ","2528","충청남도 아산시 실옥로 156 (실옥동)"," ","2018","㈜금비"," ","170038"," "," ","32931"
" ","539","충청남도 천안시 서북구 성거읍 천흥8길 19"," ","2018","창광실업㈜","2061","170039","1113"," ","33952"
" ","676","충청남도 아산시 인주면 현대로 1181-40","145","2018","동화기업㈜","3070","170041","9485"," ","44728"
" ","1063","충청남도 천안시 서북구 입장면 성진로 1105"," ","2018","케이씨글라스㈜"," ","170043"," "," ","57111"
" ","1798","충청남도 천안시 서북구 입장면 망향로 1112-84"," ","2018","에스지씨솔루션(주) 천안유리공장"," ","170044"," "," ","65617"
" ","1688","충청남도 천안시 서북구 백석공단1로 97-45 (백석동)"," ","2018","천안시 환경에너지사업소","2790","170045","1772"," ","62152"
" ","190","충청남도 금산군 제원면 금강로 1"," ","2018","한국타이어앤테크놀로지㈜ 금산공장","29","170046","846"," ","815"
" ","608","충청남도 천안시 동남구 목천읍 학수소사길 142-42","456","2018","㈜영흥산업환경","448","170047","9757"," ","32231"
" ","435224","충청남도 당진시 석문면 교로길 30","6412124","2018","한국동서발전㈜ 당진발전본부"," ","170048"," "," ","6580398"
" ","860","충청남도 서천군 장항읍 장산로 209"," ","2018","㈜풍농 장항공장"," ","170051"," ","604"," "
" ","625230","충청남도 태안군 원북면 발전로 457","6749145","2018","한국서부발전㈜ 태안발전본부"," ","170056"," "," ","7618770"
" ","400","충청남도 당진시 송악읍 부곡공단1길 70"," ","2018","생고뱅이소바코리아㈜"," ","170057"," "," ","34589"
" ","2295","충청남도 아산시 탕정면 탕정로 212"," ","2018","코닝정밀소재㈜"," ","170058"," "," ","189395"
" ","425","충청남도 공주시 검상안길 331"," ","2018","공주시 생활폐기물처리시설","1149","170059","731"," ","11813"
" ","495","충청남도 서천군 장항읍 신창서로 29","19527","2018","㈜베르상스퍼시픽"," ","170060"," "," ","15714"
" ","118","충청남도 태안군 태안읍 삭선길 354"," ","2018","태안군(소각시설)","102","170061","1466"," ","7078"
" ","302","충청남도 예산군 대흥면 대률송림길 280","110","2018","예산군 맑은누리센터","869","170062","1669"," ","7688"
" ","54","충청남도 논산시 은진면 버들길 137"," ","2018","논산시 환경자원화센터","62","170063","888"," ","4963"
" ","180","충청남도 천안시 동남구 광덕면 대평교길 68","378","2018","새한환경㈜","713","170065","6780"," ","22454"
" ","283","충청남도 보령시 해안로 543 (남곡동)"," ","2018","보령시 생활폐기물소각시설","1415","170066","1538"," ","14186"
" ","111","충청남도 계룡시 두마면 제1산단로 67"," ","2018","계룡시 생활폐기물소각시설","152","170067","2173"," ","4925"
" ","2091","충청남도 당진시 송악읍 부곡공단4길 81"," ","2018","크나우프석고보드(주)당진공장"," ","170068"," "," "," "
" ","0","충청남도 당진시 송악읍 북부산업로 1228"," ","2018","케이지스틸(주)","99","170701"," "," "," "
" "," ","충청남도 아산시 탕정면 삼성로 181"," ","2018","삼성디스플레이㈜","29","170702"," "," "," "
" ","97","충청남도 논산시 벌곡면 벌곡로 113-43"," ","2018","㈜디디에스","8","170704","810"," ","2338"
" ","748","충청남도 천안시 동남구 풍세면 잔다리길 48","16","2018","삼정펄프㈜ 천안공장","418","170705","927"," ","9208"
" ","10862","충청남도 당진시 송악읍 부곡공단로 241","15156","2018","지에스이피에스㈜","28953","170707","63416"," ","1128710"
" ","2733","충청남도 아산시 탕정면 만전당길 30"," ","2018","코닝정밀소재㈜ 2단지"," ","170708"," "," ","180950"
" ","213","충청남도 천안시 서북구 성거읍 남산3길 58-24","777","2018","대원그린에너지 주식회사","646","170709","2892"," ","20261"
" ","5","충청남도 천안시 서북구 성거읍 망향로 903-19","2","2018","㈜그린환경기술","49","170710","4"," ","196"
" ","839","충청남도 서산시 대산읍 대죽2로 15"," ","2018","㈜케이씨씨 대죽1공장"," ","170712"," "," ","52018"
" ","62","충청남도 서산시 대산읍 독곶1로 82"," ","2018","롯데엠시시㈜"," ","170714","498"," ","14452"
" ","2020","충청남도 당진시 송악읍 부곡공단로 73","842","2018","충청환경에너지㈜","844","170715","4140"," ","30929"
" ","569462","충청남도 당진시 송악읍 북부산업로 1480","11546245","2018","현대제철㈜","375","170717"," "," ","11175745"
" "," ","충청남도 천안시 동남구 청수8로 56 (청당동)"," ","2018","제이비㈜ 청수에너지"," ","170718"," "," ","41947"
" "," ","충청남도 당진시 송산면 북부산업로 1526"," ","2018","현대그린파워㈜"," ","170719"," "," ","739278"
" ","9317","충청남도 당진시 석문면 보덕포로 587"," ","2018","환영철강공업㈜"," ","170720"," "," "," "
" "," ","충청남도 아산시 배방읍 이순신대로 841"," ","2018","한국토지주택공사 아산에너지사업단"," ","170721"," "," ","72606"
" ","3485","충청남도 논산시 성동면 산업단지로5길 70"," ","2018","에스지씨솔루션(주)논산공장"," ","170722"," "," ","69578"
" ","185","충청남도 천안시 동남구 수신면 발산길 250","97","2018","천안시 맑은물사업소","3","170723","1956"," ","3250"
" ","443","충청남도 아산시 배미로 154 (배미동)","1257","2018","아산시 폐기물처리시설","3646","170724","2230"," ","43398"
" "," ","충청남도 서산시 대산읍 평신2로 182"," ","2018","현대코스모㈜"," ","170725"," "," ","83045"
" ","10","충청남도 논산시 계백로665번길 100 (등화동)","131","2018","논산시(환경사업소)","14","170726","112"," ","423"
" ","108","충청남도 부여군 부여읍 염창로180번길 67"," ","2018","한국조폐공사제지본부","82","170727","1177"," ","3907"
" ","3133","충청남도 당진시 정미면 정미로 438"," ","2018","㈜SIMPAC 당진공장"," ","170728"," "," "," "
" ","0","충청남도 아산시 곡교천로125번길 23 (실옥동)"," ","2018","신창제지공업㈜","0","170731","0"," ","0"
" ","72","충청남도 서산시 대산읍 죽엽로 378"," ","2018","㈜동양환경 서산지점","16","170732","378"," ","2129"
" "," ","충청남도 아산시 탕정면 탕정로 380-2"," ","2018","삼성디스플레이(주)아산2","5","170733"," "," "," "
" ","9063","충청남도 서산시 대산읍 독곶1로 54","37310","2018","㈜엘지화학 대산공장"," ","170734"," "," ","63426"
" ","201","충청남도 서천군 비인면 충서로 636"," ","2018","서천군 생활폐기물소각시설","594","170735","444"," ","10044"
" ","3119","충청남도 당진시 석문면 산단4로 341","8","2018","㈜석문에너지","19774","170739","22661"," ","75415"
" ","74049","충청남도 보령시 주교면 송도길 201","2155102","2018","한국중부발전㈜신보령발전본부"," ","170740"," "," ","1269598"
" "," ","충청남도 서산시 대산읍 대죽1로 97-20","5148","2018","현대오씨아이주식회사"," ","170741","33405"," ","237410"
" "," ","충청남도 서산시 대산읍 평신2로 181"," ","2018","현대케미칼㈜"," ","170743"," "," ","247044"
"2018","2018","2018","2018","2018","2018","2018","2018","2018","2018","2018"
"11","11","11","11","11","11","11","11","11","11","11"
